Month,Reported by,Falls within,Easting,Northing,Location,Crime type,Context
2011-02,West Midlands Police,West Midlands Police,433725.0,278761.0,On or near Much Park Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,435165.0,279880.0,On or near Cleveland Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,399692.0,298954.0,On or near Laneside Gardens,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,436078.0,280865.0,On or near Blackberry Lane,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,406838.0,286921.0,On or near Waterloo Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,408501.0,294110.0,On or near Beckenham Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,411750.0,295990.0,On or near Manor Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,391389.0,284064.0,On or near Malvern Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,393380.0,294721.0,On or near Pointon Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,395577.0,294866.0,On or near Rose Street,Burglary,
2011-02,West Midlands Police,West Midlands Police,437770.0,278934.0,On or near Abbeydale Close,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,396883.0,302406.0,On or near Lochalsh Grove,Other crime,
2011-02,West Midlands Police,West Midlands Police,435165.0,279880.0,On or near Cleveland Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,408586.0,288496.0,On or near Cromwell Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,400832.0,302367.0,On or near Hollands Place,Violent crime,
2011-02,West Midlands Police,West Midlands Police,394630.0,292408.0,On or near Hartland Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,390947.0,290563.0,On or near Cinder Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,395247.0,285789.0,On or near The Parade,Other crime,
2011-02,West Midlands Police,West Midlands Police,411757.0,295641.0,On or near College Hill,Violent crime,
2011-02,West Midlands Police,West Midlands Police,411371.0,295027.0,On or near Buckingham Mews,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,392344.0,300836.0,On or near Sharman Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,415954.0,281220.0,On or near Rouncil Close,Burglary,
2011-02,West Midlands Police,West Midlands Police,400216.0,298927.0,On or near Raleigh Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,406449.0,288353.0,On or near Mosborough Crescent,Other crime,
2011-02,West Midlands Police,West Midlands Police,410998.0,287855.0,On or near Kellington Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,400374.0,285154.0,On or near Woodgreen Croft,Robbery,
2011-02,West Midlands Police,West Midlands Police,429121.0,280951.0,On or near Birmingham Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,405986.0,286293.0,On or near Sandy Way,Other crime,
2011-02,West Midlands Police,West Midlands Police,438329.0,281589.0,On or near Hinckley Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,401019.0,282884.0,On or near The Hill,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,407989.0,286380.0,On or near Gibb Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,413732.0,285518.0,On or near Leabrook,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,400910.0,289102.0,On or near Marshall Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,412237.0,281855.0,On or near Liddon Grove,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,429121.0,280951.0,On or near Birmingham Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,391205.0,298333.0,On or near London Place,Other crime,
2011-02,West Midlands Police,West Midlands Police,401440.0,293656.0,On or near Connor Road,Robbery,
2011-02,West Midlands Police,West Midlands Police,403002.0,287431.0,On or near Edith Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,396855.0,293246.0,On or near Powis Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,411861.0,296547.0,On or near Upper Clifton Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,408595.0,291417.0,On or near Shelley Drive,Burglary,
2011-02,West Midlands Police,West Midlands Police,404160.0,290755.0,On or near Oxhill Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,417194.0,287858.0,On or near Corinne Croft,Violent crime,
2011-02,West Midlands Police,West Midlands Police,405438.0,278340.0,On or near Hillmeads Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,393352.0,294060.0,On or near Paul Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,395129.0,298948.0,On or near Holman Close,Burglary,
2011-02,West Midlands Police,West Midlands Police,401440.0,293656.0,On or near Connor Road,Robbery,
2011-02,West Midlands Police,West Midlands Police,408645.0,283529.0,On or near Cadbury Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,412095.0,285925.0,On or near Kestrel Avenue,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,438070.0,277530.0,On or near Cavans Way,Burglary,
2011-02,West Midlands Police,West Midlands Police,409250.0,286410.0,On or near Templefield Gardens,Other crime,
2011-02,West Midlands Police,West Midlands Police,408864.0,293377.0,On or near Weycroft Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,406065.0,287685.0,On or near Warstone Lane,Burglary,
2011-02,West Midlands Police,West Midlands Police,409531.0,289829.0,On or near Argyle Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,408588.0,284398.0,On or near Alfred Street,Burglary,
2011-02,West Midlands Police,West Midlands Police,390426.0,298034.0,On or near Kimberley Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,405375.0,290642.0,On or near Handsworth Wood Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,405953.0,282410.0,On or near Kitchener Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,407015.0,286169.0,On or near Essex Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,392112.0,303432.0,On or near Carisbrooke Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,396858.0,296494.0,On or near Heathfield Lane West,Other crime,
2011-02,West Midlands Police,West Midlands Police,402340.0,295105.0,On or near Pimpernel Drive,Violent crime,
2011-02,West Midlands Police,West Midlands Police,399016.0,289678.0,On or near Church Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,396359.0,283446.0,On or near Ankerdine Court,Other crime,
2011-02,West Midlands Police,West Midlands Police,407573.0,297756.0,On or near Frankburn Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,415225.0,285513.0,On or near Kenmure Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,397141.0,286505.0,On or near Regis Gardens,Violent crime,
2011-02,West Midlands Police,West Midlands Police,407582.0,286454.0,On or near Digbeth,Violent crime,
2011-02,West Midlands Police,West Midlands Police,407062.0,286470.0,On or near Smallbrook Queensway,Other crime,
2011-02,West Midlands Police,West Midlands Police,432861.0,282690.0,On or near Langlodge Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,401541.0,298564.0,On or near Bridge Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,392626.0,284292.0,On or near Talbot Street,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,404444.0,287998.0,On or near Peel Street,Burglary,
2011-02,West Midlands Police,West Midlands Police,408958.0,280992.0,On or near Mayford Grove,Other crime,
2011-02,West Midlands Police,West Midlands Police,403364.0,293182.0,On or near Tanhouse Avenue,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,390200.0,302868.0,On or near Whitburn Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,404996.0,278032.0,On or near Warrens End,Other crime,
2011-02,West Midlands Police,West Midlands Police,404891.0,286578.0,On or near Oliver Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,407582.0,286454.0,On or near Digbeth,Violent crime,
2011-02,West Midlands Police,West Midlands Police,400527.0,301264.0,On or near Awlmakers Grove,Other crime,
2011-02,West Midlands Police,West Midlands Police,406148.0,295498.0,On or near Beacon Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,412719.0,278072.0,On or near Marshall Lake Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,395073.0,296508.0,On or near Lichfield Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,390920.0,283459.0,On or near Brook Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,392129.0,284710.0,On or near Dudley Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,399361.0,278477.0,On or near New Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,399016.0,289678.0,On or near Church Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,402966.0,280828.0,On or near Belmont Crescent,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,403822.0,277396.0,On or near Marans Croft,Violent crime,
2011-02,West Midlands Police,West Midlands Police,407775.0,283261.0,On or near King Edward Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,433728.0,279181.0,On or near Fairfax Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,404347.0,277746.0,On or near Leith Grove,Burglary,
2011-02,West Midlands Police,West Midlands Police,415116.0,288734.0,On or near Pear Tree Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,403999.0,282508.0,On or near Frederick Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,408586.0,288496.0,On or near Cromwell Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,433035.0,278823.0,On or near Queen Victoria Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,435727.0,279129.0,On or near Druid Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,401538.0,284261.0,On or near Selcroft Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,433786.0,279719.0,On or near Swanswell Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,392050.0,290115.0,On or near Maitland Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,396636.0,300242.0,On or near Pool Hayes Lane,Other crime,
2011-02,West Midlands Police,West Midlands Police,410077.0,286402.0,On or near Palace Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,432190.0,279045.0,On or near Spon End,Violent crime,
2011-02,West Midlands Police,West Midlands Police,394284.0,296334.0,On or near Mill Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,402569.0,289941.0,On or near St. Stephens Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,392129.0,284710.0,On or near Dudley Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,400317.0,288899.0,On or near Cemetery Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,434130.0,281271.0,On or near Foleshill Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,400311.0,301175.0,On or near West Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,408062.0,278484.0,On or near Maypole Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,401751.0,282748.0,On or near Kinnerton Crescent,Other crime,
2011-02,West Midlands Police,West Midlands Police,402238.0,286447.0,On or near Rutland Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,391672.0,298661.0,On or near Queen Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,434130.0,281271.0,On or near Foleshill Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,391082.0,297377.0,On or near Marston Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,432882.0,283799.0,On or near Birkdale Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,391782.0,304261.0,On or near Broadlands,Violent crime,
2011-02,West Midlands Police,West Midlands Police,397406.0,302037.0,On or near Fairlawn Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,405867.0,286069.0,On or near Moss House Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,430303.0,276742.0,On or near Lynchgate Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,438452.0,281339.0,On or near Turlands Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,415446.0,288410.0,On or near The Shardway,Violent crime,
2011-02,West Midlands Police,West Midlands Police,408139.0,286090.0,On or near Warwick Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,391677.0,303577.0,On or near Milldale Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,435189.0,278506.0,On or near Hollis Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,415314.0,283116.0,On or near Hatchford Brook Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,408028.0,283410.0,On or near Grayfield Avenue,Burglary,
2011-02,West Midlands Police,West Midlands Police,400293.0,295814.0,On or near Devon Road,Robbery,
2011-02,West Midlands Police,West Midlands Police,415325.0,279629.0,On or near Mill Lane,Violent crime,
2011-02,West Midlands Police,West Midlands Police,407624.0,290377.0,On or near Nelson Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,392078.0,296914.0,On or near Thompson Avenue,Violent crime,
2011-02,West Midlands Police,West Midlands Police,397558.0,302042.0,On or near Stretton Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,405921.0,286248.0,On or near Tennant Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,401383.0,282399.0,On or near Barn Croft,Violent crime,
2011-02,West Midlands Police,West Midlands Police,418007.0,286714.0,On or near Coralin Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,412772.0,275597.0,On or near Spinney Drive,Violent crime,
2011-02,West Midlands Police,West Midlands Police,437521.0,277309.0,On or near Buttermere Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,433130.0,279121.0,On or near Corporation Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,408881.0,293366.0,On or near Broomhill Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,402092.0,281271.0,On or near Meaburn Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,431604.0,280460.0,On or near Courtland Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,390003.0,289211.0,On or near Dudley Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,436484.0,282704.0,On or near Wappenbury Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,407289.0,287357.0,On or near Steelhouse Lane,Violent crime,
2011-02,West Midlands Police,West Midlands Police,427539.0,280162.0,On or near Mellowship Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,401541.0,298564.0,On or near Bridge Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,407178.0,286005.0,On or near Lower Essex Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,391722.0,298390.0,On or near St. Georges Parade,Other crime,
2011-02,West Midlands Police,West Midlands Police,405986.0,286293.0,On or near Sandy Way,Other crime,
2011-02,West Midlands Police,West Midlands Police,418647.0,286779.0,On or near Dunster Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,394671.0,299522.0,On or near Neachells Lane,Other crime,
2011-02,West Midlands Police,West Midlands Police,415712.0,290137.0,On or near Delamere Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,412053.0,286764.0,On or near Dassett Grove,Other crime,
2011-02,West Midlands Police,West Midlands Police,418968.0,283702.0,On or near Nec Vicinity,Other crime,NEC complex
2011-02,West Midlands Police,West Midlands Police,417975.0,286801.0,On or near Larch Croft,Other crime,
2011-02,West Midlands Police,West Midlands Police,404536.0,283138.0,On or near North Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,415325.0,279629.0,On or near Mill Lane,Violent crime,
2011-02,West Midlands Police,West Midlands Police,403404.0,289940.0,On or near Holyhead Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,416116.0,289925.0,On or near Green Lane,Other crime,
2011-02,West Midlands Police,West Midlands Police,390730.0,289188.0,On or near Woodfield Avenue,Robbery,
2011-02,West Midlands Police,West Midlands Police,401803.0,279237.0,On or near Newlyn Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,392530.0,299387.0,On or near Tumbler Grove,Other crime,
2011-02,West Midlands Police,West Midlands Police,395456.0,291817.0,On or near Bush Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,399352.0,285735.0,On or near Pitfields Road,Robbery,
2011-02,West Midlands Police,West Midlands Police,389363.0,296275.0,On or near Linton Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,411750.0,295990.0,On or near Manor Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,391037.0,289161.0,On or near High Oak,Other crime,
2011-02,West Midlands Police,West Midlands Police,406246.0,286539.0,On or near Gas Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,403199.0,277373.0,On or near Grange Walk,Violent crime,
2011-02,West Midlands Police,West Midlands Police,406246.0,286539.0,On or near Gas Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,408606.0,284748.0,On or near Beechfield Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,436138.0,280318.0,On or near Torcross Avenue,Burglary,
2011-02,West Midlands Police,West Midlands Police,401682.0,298563.0,On or near Eyland Grove,Violent crime,
2011-02,West Midlands Police,West Midlands Police,431914.0,277976.0,On or near Earlsdon Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,430124.0,278359.0,On or near Fletchamstead Highway,Other crime,
2011-02,West Midlands Police,West Midlands Police,396331.0,294325.0,On or near Greenacre Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,416828.0,277769.0,On or near Lady Byron Lane,Burglary,
2011-02,West Midlands Police,West Midlands Police,407052.0,284280.0,On or near Cannon Hill Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,432400.0,279231.0,On or near Northumberland Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,437126.0,281122.0,On or near Hornsey Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,399928.0,291160.0,On or near Oxford Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,391176.0,287745.0,On or near Campbell Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,407852.0,282004.0,On or near Woodfield Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,399255.0,283218.0,On or near Marshwood Croft,Other crime,
2011-02,West Midlands Police,West Midlands Police,401126.0,297706.0,On or near Corporation Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,410574.0,285643.0,On or near Aubrey Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,402059.0,288435.0,On or near Queens Close,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,396621.0,286391.0,On or near Higgs Field Crescent,Other crime,
2011-02,West Midlands Police,West Midlands Police,408389.0,294344.0,On or near Landswood Close,Burglary,
2011-02,West Midlands Police,West Midlands Police,433850.0,278591.0,On or near Short Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,427380.0,279131.0,On or near Monticello Way,Other crime,
2011-02,West Midlands Police,West Midlands Police,409024.0,286106.0,On or near Barnford Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,406358.0,286593.0,On or near Bridge Street,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,400424.0,299291.0,On or near Old Birchills,Violent crime,
2011-02,West Midlands Police,West Midlands Police,408537.0,283495.0,On or near Woodstock Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,413949.0,290635.0,On or near Avery Croft,Other crime,
2011-02,West Midlands Police,West Midlands Police,433930.0,281509.0,On or near Heera Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,399244.0,278108.0,On or near Brock Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,396849.0,292205.0,On or near Bedford Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,399893.0,284177.0,On or near Dwellings Lane,Violent crime,
2011-02,West Midlands Police,West Midlands Police,401782.0,277732.0,On or near Walnut Way,Violent crime,
2011-02,West Midlands Police,West Midlands Police,432748.0,278910.0,On or near Meadow Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,412680.0,286897.0,On or near Francis Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,418583.0,287104.0,On or near Woodlands Way,Other crime,
2011-02,West Midlands Police,West Midlands Police,415807.0,288862.0,On or near Milsom Grove,Violent crime,
2011-02,West Midlands Police,West Midlands Police,406946.0,288208.0,On or near Summer Lane,Other crime,
2011-02,West Midlands Police,West Midlands Police,392129.0,284710.0,On or near Dudley Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,408763.0,289521.0,On or near Lichfield Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,399040.0,278183.0,On or near Mitten Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,391592.0,298558.0,On or near Market Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,433160.0,281981.0,On or near Burnaby Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,398353.0,287547.0,On or near Canterbury Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,400510.0,302014.0,On or near Stanley Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,432839.0,280957.0,On or near Cheveral Avenue,Violent crime,
2011-02,West Midlands Police,West Midlands Police,391082.0,297377.0,On or near Marston Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,414464.0,287266.0,On or near Felton Croft,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,404774.0,289572.0,On or near Stafford Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,412032.0,291589.0,On or near Holly Park Drive,Burglary,
2011-02,West Midlands Police,West Midlands Police,410553.0,285872.0,On or near Mansel Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,429340.0,278448.0,On or near Gaza Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,399804.0,292379.0,On or near Greswold Street,Robbery,
2011-02,West Midlands Police,West Midlands Police,400329.0,303328.0,On or near Buxton Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,390082.0,298840.0,On or near Rupert Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,407108.0,297633.0,On or near Alder Way,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,407062.0,286470.0,On or near Smallbrook Queensway,Violent crime,
2011-02,West Midlands Police,West Midlands Police,406900.0,286821.0,On or near New Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,393755.0,290348.0,On or near Alexandra Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,402569.0,289941.0,On or near St. Stephens Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,411599.0,281929.0,On or near Marie Drive,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,410936.0,291891.0,On or near Sutton New Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,394614.0,300897.0,On or near Wollaston Crescent,Other crime,
2011-02,West Midlands Police,West Midlands Police,408331.0,284206.0,On or near Sunny Avenue,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,408076.0,284696.0,On or near Woodfield Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,432748.0,278910.0,On or near Meadow Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,392553.0,286807.0,On or near Times Square Avenue,Violent crime,
2011-02,West Midlands Police,West Midlands Police,410574.0,285643.0,On or near Aubrey Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,434508.0,282869.0,On or near Evelyn Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,390984.0,302719.0,On or near Minehead Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,394264.0,298104.0,On or near Wentbridge Road,Robbery,
2011-02,West Midlands Police,West Midlands Police,400293.0,295814.0,On or near Devon Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,400818.0,298730.0,On or near Wolverhampton Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,399862.0,281626.0,On or near Bringewood Grove,Other crime,
2011-02,West Midlands Police,West Midlands Police,395456.0,291817.0,On or near Bush Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,407062.0,286470.0,On or near Smallbrook Queensway,Other crime,
2011-02,West Midlands Police,West Midlands Police,401714.0,284314.0,On or near Math Meadow,Other crime,
2011-02,West Midlands Police,West Midlands Police,402626.0,280007.0,On or near St. Laurence Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,408139.0,286090.0,On or near Warwick Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,402042.0,281569.0,On or near Burnhill Grove,Other crime,
2011-02,West Midlands Police,West Midlands Police,409508.0,295019.0,On or near Churchill Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,398692.0,302969.0,On or near Pershore Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,399201.0,293458.0,On or near Melbourne Close,Burglary,
2011-02,West Midlands Police,West Midlands Police,409024.0,286106.0,On or near Barnford Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,402763.0,286139.0,On or near Hagley Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,403003.0,293926.0,On or near Bishop Asbury Crescent,Other crime,
2011-02,West Midlands Police,West Midlands Police,430303.0,276742.0,On or near Lynchgate Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,402569.0,289941.0,On or near St. Stephens Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,399444.0,287700.0,On or near Cross Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,397867.0,286594.0,On or near Station Road,Robbery,
2011-02,West Midlands Police,West Midlands Police,406886.0,286375.0,On or near Holloway Circus Queensway,Other crime,
2011-02,West Midlands Police,West Midlands Police,392498.0,283867.0,On or near Monument Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,436456.0,275850.0,On or near Montgomery Close,Robbery,
2011-02,West Midlands Police,West Midlands Police,413155.0,285188.0,On or near Yew Tree Lane,Violent crime,
2011-02,West Midlands Police,West Midlands Police,411876.0,287258.0,On or near Denville Crescent,Other crime,
2011-02,West Midlands Police,West Midlands Police,400615.0,287592.0,On or near Albright Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,410523.0,300704.0,On or near Ryknild Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,411178.0,288574.0,On or near Washwood Heath Road,Robbery,
2011-02,West Midlands Police,West Midlands Police,406760.0,288959.0,On or near Porchester Drive,Violent crime,
2011-02,West Midlands Police,West Midlands Police,397136.0,290141.0,On or near Trafalgar Court,Other crime,
2011-02,West Midlands Police,West Midlands Police,394173.0,301182.0,On or near Robin Grove,Other crime,
2011-02,West Midlands Police,West Midlands Police,433130.0,279121.0,On or near Corporation Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,412053.0,286764.0,On or near Dassett Grove,Violent crime,
2011-02,West Midlands Police,West Midlands Police,405986.0,286293.0,On or near Sandy Way,Other crime,
2011-02,West Midlands Police,West Midlands Police,414713.0,277051.0,On or near Farmhouse Way,Other crime,
2011-02,West Midlands Police,West Midlands Police,399973.0,300552.0,On or near Newton Place,Burglary,
2011-02,West Midlands Police,West Midlands Police,406148.0,295498.0,On or near Beacon Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,404722.0,282556.0,On or near Hubert Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,397035.0,290657.0,On or near Dudley Road West,Burglary,
2011-02,West Midlands Police,West Midlands Police,433703.0,281153.0,On or near Guild Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,403264.0,289846.0,On or near Green Lane,Burglary,
2011-02,West Midlands Police,West Midlands Police,391594.0,297949.0,On or near Birmingham Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,406645.0,286806.0,On or near Paradise Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,400348.0,279079.0,On or near Norrington Grove,Other crime,
2011-02,West Midlands Police,West Midlands Police,406515.0,290427.0,On or near Livingstone Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,408415.0,284060.0,On or near Ladypool Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,405038.0,294598.0,On or near Capener Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,404107.0,281686.0,On or near Sellywood Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,394593.0,296224.0,On or near High Street,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,396803.0,293667.0,On or near Watt Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,408501.0,294110.0,On or near Beckenham Avenue,Vehicle crime,
