Month,Reported by,Falls within,Easting,Northing,Location,Crime type,Context
2011-02,West Midlands Police,West Midlands Police,391756.0,292466.0,On or near Botany Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391456.0,290514.0,On or near Mount Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394858.0,294702.0,On or near Skidmore Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394560.0,293646.0,On or near Edge Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394661.0,294983.0,On or near Rainbow Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393914.0,291365.0,On or near Cedar Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393914.0,291365.0,On or near Cedar Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393635.0,290910.0,On or near Attingham Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,429212.0,277488.0,On or near Donegal Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,430757.0,276471.0,On or near Cloud Green,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,430124.0,278359.0,On or near Fletchamstead Highway,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434236.0,276910.0,On or near Rosegreen Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436720.0,277120.0,On or near Tarquin Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,428392.0,279219.0,On or near Dunhill Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,429812.0,279034.0,On or near Claverdon Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,428610.0,278603.0,On or near Wheate Croft,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,431298.0,278876.0,On or near Maudslay Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432624.0,278800.0,On or near Vincent Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432910.0,280662.0,On or near Lanchester Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432556.0,281154.0,On or near Foster Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432775.0,281798.0,On or near Guardhouse Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432821.0,280529.0,On or near Bede Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432948.0,283665.0,On or near Meadow Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433253.0,282742.0,On or near Foxglove Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432238.0,281352.0,On or near Conrad Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,435702.0,280838.0,On or near Flowerdale Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,435716.0,279683.0,On or near Dane Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436783.0,279886.0,On or near Cowley Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436461.0,278273.0,On or near Second Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436010.0,282010.0,On or near Sibton Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436002.0,282285.0,On or near Roseberry Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436595.0,282893.0,On or near Budbrooke Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434508.0,282869.0,On or near Evelyn Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434509.0,282721.0,On or near Sandown Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433959.0,281089.0,On or near Gressingham Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432748.0,278910.0,On or near Meadow Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433395.0,279153.0,On or near Cross Cheaping,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433725.0,278761.0,On or near Much Park Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434091.0,279913.0,On or near Hartlepool Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434046.0,279600.0,On or near Victoria Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433381.0,279003.0,On or near Broadgate,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407708.0,294916.0,On or near Rockmead Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404041.0,290054.0,On or near Carlton Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406003.0,289880.0,On or near Brecon Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406553.0,289943.0,On or near Wilson Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405762.0,289775.0,On or near West Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404895.0,289476.0,On or near Golds Hill Gardens,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405021.0,290572.0,On or near Copper Beech Gardens,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403616.0,289904.0,On or near New Inns Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403268.0,289752.0,On or near Raglan Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404833.0,289201.0,On or near Grasmere Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409549.0,285683.0,On or near Henshaw Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409265.0,289525.0,On or near Addison Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,408758.0,286528.0,On or near St. Andrews Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406538.0,287443.0,On or near St. Pauls Square,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407924.0,290428.0,On or near Manor Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407250.0,287679.0,On or near Price Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406910.0,288787.0,On or near Hockley Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407062.0,286470.0,On or near Smallbrook Queensway,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407340.0,287040.0,On or near Dale End,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406900.0,286821.0,On or near New Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406854.0,286761.0,On or near Stephenson Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,390669.0,298741.0,On or near Summerfield Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393426.0,296902.0,On or near New Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392078.0,296914.0,On or near Thompson Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,395024.0,296483.0,On or near Church Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,395073.0,296508.0,On or near Lichfield Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,389573.0,302178.0,On or near Grangefield Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393328.0,300076.0,On or near Ryton Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392530.0,299387.0,On or near Tumbler Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393270.0,300777.0,On or near Maurice Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392493.0,301051.0,On or near Second Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401277.0,297649.0,On or near Caldmore Green,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401151.0,297516.0,On or near Victor Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397445.0,295812.0,On or near Lansbury Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397983.0,296269.0,On or near Bright Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399485.0,300586.0,On or near Kelvin Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399878.0,302069.0,On or near St. Peters Court,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400510.0,302014.0,On or near Stanley Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400751.0,301618.0,On or near Foster Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400026.0,302096.0,On or near Harrison Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406506.0,295246.0,On or near Tyndale Crescent,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406282.0,295231.0,On or near Greenaway Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402972.0,302192.0,On or near Leighs Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405336.0,302003.0,On or near Surrey Walk,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400485.0,291213.0,On or near High Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401356.0,290743.0,On or near Princes Gate,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400845.0,291780.0,On or near Stoney Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400922.0,290950.0,On or near Overend Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404592.0,293075.0,On or near Grasmere Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404351.0,293335.0,On or near Waterside,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400710.0,293256.0,On or near Heath Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400212.0,290949.0,On or near Moor Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399062.0,293109.0,On or near Heronville Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396599.0,291733.0,On or near Jays Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396168.0,293861.0,On or near Wythwood Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396659.0,293933.0,On or near Coronation Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400881.0,289517.0,On or near Melrose Place,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402394.0,289764.0,On or near Halfords Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402863.0,287973.0,On or near Scribbans Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401878.0,288823.0,On or near High Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401648.0,288744.0,On or near Dibble Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403456.0,283070.0,On or near Herons Way,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404889.0,282794.0,On or near Selly Hill Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404963.0,282810.0,On or near Rookery Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406648.0,278442.0,On or near Stonehenge Croft,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405154.0,279881.0,On or near Cotteridge Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,405669.0,280491.0,On or near Beilby Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403359.0,280742.0,On or near Cobs Field,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409027.0,279238.0,On or near Greenford Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409715.0,279906.0,On or near The Garth,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,408876.0,280797.0,On or near Bondfield Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401905.0,282066.0,On or near Ilmington Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402607.0,282280.0,On or near Castle Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398926.0,277763.0,On or near Cock Hill Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398842.0,277668.0,On or near Deelands Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403500.0,278994.0,On or near Wychall Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403500.0,278994.0,On or near Wychall Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403099.0,277670.0,On or near Ivy House Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403740.0,277778.0,On or near Alborn Crescent,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404294.0,277759.0,On or near Ithon Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404722.0,278151.0,On or near Halladale,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404294.0,277759.0,On or near Ithon Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403330.0,284390.0,On or near Vivian Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402848.0,286965.0,On or near Swindon Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402575.0,286316.0,On or near Sandon Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406214.0,284631.0,On or near Sir Harrys Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406293.0,284283.0,On or near Dollery Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401322.0,282581.0,On or near Millcroft Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401427.0,282471.0,On or near Millmead Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409053.0,295014.0,On or near Welshmans Hill,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412771.0,296517.0,On or near Rectory Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,411769.0,296176.0,On or near Garrard Gardens,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,414524.0,295905.0,On or near Nuthurst,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,410709.0,290196.0,On or near Stoneyhurst Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412971.0,291862.0,On or near Sowerby March,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,411216.0,290686.0,On or near Eversley Dale,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,413016.0,291751.0,On or near Marshbrook Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,408871.0,293069.0,On or near Abingdon Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412873.0,287751.0,On or near Station Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412873.0,287751.0,On or near Station Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,409667.0,285996.0,On or near Hawkes Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436783.0,279886.0,On or near Cowley Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393895.0,292743.0,On or near Sedgley Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391989.0,297915.0,On or near Granville Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399866.0,301503.0,On or near Nursery Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406588.0,291341.0,On or near Teddington Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434588.0,282826.0,On or near Arbury Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,408433.0,286543.0,On or near Glover Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,403033.0,281259.0,On or near Holdgate Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,406854.0,286761.0,On or near Stephenson Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412873.0,287751.0,On or near Station Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,415632.0,280390.0,On or near Redlands Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398527.0,293121.0,On or near Anson Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434268.0,281766.0,On or near Ransom Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401268.0,290817.0,On or near Beeches Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,437794.0,279720.0,On or near Keswick Walk,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,407708.0,288931.0,On or near Dunsfold Croft,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,395024.0,296483.0,On or near Church Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,411415.0,292591.0,On or near Portfield Grove,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,434001.0,279993.0,On or near Stoney Stanton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433336.0,281880.0,On or near Yelverton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396153.0,293292.0,On or near Moat Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398853.0,293169.0,On or near Poultney Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,411075.0,293057.0,On or near Enstone Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,410151.0,282633.0,On or near Brandon Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391681.0,297223.0,On or near Curzon Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,437608.0,282090.0,On or near Southcott Way,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,414284.0,286620.0,On or near Meadway,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,413885.0,287408.0,On or near Tanfield Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,390250.0,299016.0,On or near Lower Vauxhall,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391121.0,296662.0,On or near Goldthorn Hill,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,395384.0,297768.0,On or near Westfield Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,395662.0,297912.0,On or near Packwood Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,395546.0,297306.0,On or near Castlecroft Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400105.0,296854.0,On or near Smith Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401367.0,298776.0,On or near Hatherton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397558.0,302042.0,On or near Stretton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399564.0,300191.0,On or near Lister Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398653.0,302341.0,On or near Roche Way,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402286.0,299847.0,On or near Harpur Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400958.0,299508.0,On or near Penkridge Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401831.0,301477.0,On or near Goscote Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401198.0,302428.0,On or near Livingstone Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400305.0,302107.0,On or near Victoria Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402635.0,303481.0,On or near Railswood Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404939.0,306474.0,On or near Watling Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399651.0,291822.0,On or near Pearson Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401443.0,290255.0,On or near Roebuck Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400485.0,291213.0,On or near High Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400493.0,292301.0,On or near Beaconsfield Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400614.0,292971.0,On or near Somerset Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400293.0,290205.0,On or near Dawes Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402798.0,295768.0,On or near Redwood Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397085.0,294180.0,On or near Russell Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399174.0,293604.0,On or near Lee Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399772.0,293910.0,On or near Winchester Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399719.0,296220.0,On or near Sparrow Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399428.0,295702.0,On or near Jockey Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396207.0,293563.0,On or near Shakespeare Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,395616.0,293956.0,On or near Lorne Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396153.0,293292.0,On or near Moat Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,395661.0,293864.0,On or near Queen Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398379.0,292048.0,On or near Charles Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401415.0,289152.0,On or near Draycott Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401574.0,288847.0,On or near White Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401486.0,287837.0,On or near Hales Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401909.0,288576.0,On or near Lowry Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,401297.0,287504.0,On or near Hales Crescent,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400580.0,286291.0,On or near Pottery Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,402079.0,286504.0,On or near Wattis Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,396265.0,290367.0,On or near Regent Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,397910.0,289694.0,On or near Morgan Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,398548.0,289353.0,On or near Rounds Green Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399058.0,290106.0,On or near Fountain Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399087.0,289365.0,On or near Judge Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399239.0,289501.0,On or near Simpson Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,399441.0,289539.0,On or near Cyprus Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,400041.0,286444.0,On or near Walton Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,393830.0,285899.0,On or near New Pool Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,411617.0,279968.0,On or near Collister Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,412936.0,282575.0,On or near Collingtree Court,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,417517.0,289190.0,On or near Arran Way,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,417517.0,289190.0,On or near Arran Way,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,418382.0,286805.0,On or near Wardour Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,417731.0,287690.0,On or near Forth Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,418361.0,286143.0,On or near Nevada Way,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,411302.0,276576.0,On or near Clarks Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,404748.0,294921.0,On or near Abbotsford Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,390067.0,284282.0,On or near Market Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,388413.0,285402.0,On or near Hyperion Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,390067.0,284282.0,On or near Market Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,389817.0,284616.0,On or near Turney Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392283.0,284325.0,On or near Church Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392458.0,284887.0,On or near Mears Coppice,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392651.0,284142.0,On or near Crabbe Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394911.0,284384.0,On or near Colman Hill,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,389321.0,286744.0,On or near Cooknell Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,389198.0,286620.0,On or near Meadow Hill Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,395049.0,287918.0,On or near Morville Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394328.0,288697.0,On or near Swan Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392092.0,288232.0,On or near Gordon Crescent,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,388161.0,287692.0,On or near Kingsdene Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391869.0,289080.0,On or near Byron Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,390789.0,286980.0,On or near Fisher Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392050.0,290115.0,On or near Maitland Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,392173.0,289865.0,On or near Overfield Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,391537.0,292094.0,On or near Cedarwood Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394124.0,293681.0,On or near Castle Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394142.0,291352.0,On or near Priory Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,394142.0,291352.0,On or near Priory Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,429942.0,277299.0,On or near Sheriff Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,430617.0,277665.0,On or near Burnsall Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433929.0,277897.0,On or near Hermits Croft,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433734.0,275819.0,On or near Fenside Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436521.0,276331.0,On or near Wroxall Drive,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436680.0,276196.0,On or near Yarningale Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,438371.0,277546.0,On or near Progress Way,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,428506.0,278765.0,On or near Berners Close,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,428707.0,278628.0,On or near Boar Croft,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,430954.0,279375.0,On or near Allesley Old Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432748.0,278910.0,On or near Meadow Street,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,433252.0,281710.0,On or near Blackwatch Road,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,432165.0,280557.0,On or near Three Spires Avenue,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,431622.0,282918.0,On or near Sandpits Lane,Anti-social behaviour,
2011-02,West Midlands Police,West Midlands Police,436644.0,280885.0,On or near Wyken Croft,Anti-social behaviour,
